Altium Designer Pick and Place Locations
C:\Users\dominikg\Dropbox\Wuerfel\FlexV1\FlexV1\Project Output\Gerber\Pick Place for FlexV1_Panel(Standard).txt

========================================================================================================================
File Design Information:

Date:       09.07.20
Time:       14:28
Revision:   5f7364683e5d64391420c13721a5f375ee604a3c
Variant:    Standard
Units used: mil

Designator Comment       Layer    Footprint                    Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                               
D66        "SMD LED"     TopLayer SML-D12X1                    1755.905      2993.543      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D65        "SMD LED"     TopLayer SML-D12X1                    1663.071      2993.543      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D64        "SMD LED"     TopLayer SML-D12X1                    836.614       2715.118      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D63        "SMD LED"     TopLayer SML-D12X1                    929.449       2715.118      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D62        "SMD LED"     TopLayer SML-D12X1                    1022.323      2715.118      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D61        "SMD LED"     TopLayer SML-D12X1                    1115.157      2715.118      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D60        "SMD LED"     TopLayer SML-D12X1                    1207.992      2715.118      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D59        "SMD LED"     TopLayer SML-D12X1                    1300.827      2715.118      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D58        "SMD LED"     TopLayer SML-D12X1                    1393.701      2715.118      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D57        "SMD LED"     TopLayer SML-D12X1                    1486.535      2715.118      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D56        "SMD LED"     TopLayer SML-D12X1                    1486.535      3820.315      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D55        "SMD LED"     TopLayer SML-D12X1                    1393.701      3820.315      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D54        "SMD LED"     TopLayer SML-D12X1                    1300.827      3820.315      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D53        "SMD LED"     TopLayer SML-D12X1                    1207.992      3820.315      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D52        "SMD LED"     TopLayer SML-D12X1                    1115.157      3820.315      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D51        "SMD LED"     TopLayer SML-D12X1                    1022.323      3820.315      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D50        "SMD LED"     TopLayer SML-D12X1                    929.449       3820.315      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D49        "SMD LED"     TopLayer SML-D12X1                    836.614       3820.315      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D48        "SMD LED"     TopLayer SML-D12X1                    2312.992      3086.338      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D47        "SMD LED"     TopLayer SML-D12X1                    2220.157      3086.338      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D46        "SMD LED"     TopLayer SML-D12X1                    2127.283      3086.338      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D45        "SMD LED"     TopLayer SML-D12X1                    2034.449      3086.338      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D44        "SMD LED"     TopLayer SML-D12X1                    1941.614      3086.338      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D43        "SMD LED"     TopLayer SML-D12X1                    1848.780      3086.338      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D42        "SMD LED"     TopLayer SML-D12X1                    1755.905      3086.338      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D41        "SMD LED"     TopLayer SML-D12X1                    1663.071      3086.338      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D40        "SMD LED"     TopLayer SML-D12X1                    836.614       2622.323      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D39        "SMD LED"     TopLayer SML-D12X1                    929.449       2622.323      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D38        "SMD LED"     TopLayer SML-D12X1                    1022.323      2622.323      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D37        "SMD LED"     TopLayer SML-D12X1                    1115.157      2622.323      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D36        "SMD LED"     TopLayer SML-D12X1                    1207.992      2622.323      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D35        "SMD LED"     TopLayer SML-D12X1                    1300.827      2622.323      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D34        "SMD LED"     TopLayer SML-D12X1                    1393.701      2622.323      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D33        "SMD LED"     TopLayer SML-D12X1                    1486.535      2622.323      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D32        "SMD LED"     TopLayer SML-D12X1                    1486.535      3913.110      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D31        "SMD LED"     TopLayer SML-D12X1                    1393.701      3913.110      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D30        "SMD LED"     TopLayer SML-D12X1                    1300.827      3913.110      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D29        "SMD LED"     TopLayer SML-D12X1                    1207.992      3913.110      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D28        "SMD LED"     TopLayer SML-D12X1                    1115.157      3913.110      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D27        "SMD LED"     TopLayer SML-D12X1                    1022.323      3913.110      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D26        "SMD LED"     TopLayer SML-D12X1                    929.449       3913.110      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D25        "SMD LED"     TopLayer SML-D12X1                    836.614       3913.110      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D24        "SMD LED"     TopLayer SML-D12X1                    2312.992      3179.134      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D23        "SMD LED"     TopLayer SML-D12X1                    2220.157      3179.134      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D22        "SMD LED"     TopLayer SML-D12X1                    2127.283      3179.134      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D21        "SMD LED"     TopLayer SML-D12X1                    2034.449      3179.134      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D20        "SMD LED"     TopLayer SML-D12X1                    1941.614      3179.134      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D19        "SMD LED"     TopLayer SML-D12X1                    1848.780      3179.134      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D18        "SMD LED"     TopLayer SML-D12X1                    1755.905      3179.134      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D17        "SMD LED"     TopLayer SML-D12X1                    1663.071      3179.134      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D16        "SMD LED"     TopLayer SML-D12X1                    836.614       2529.528      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D15        "SMD LED"     TopLayer SML-D12X1                    929.449       2529.528      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D14        "SMD LED"     TopLayer SML-D12X1                    1022.323      2529.528      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D13        "SMD LED"     TopLayer SML-D12X1                    1115.157      2529.528      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D12        "SMD LED"     TopLayer SML-D12X1                    1207.992      2529.528      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D11        "SMD LED"     TopLayer SML-D12X1                    1300.827      2529.528      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D10        "SMD LED"     TopLayer SML-D12X1                    1393.701      2529.528      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D9         "SMD LED"     TopLayer SML-D12X1                    1486.535      2529.528      225      "LED RED DIFFUSED 1608 SMD"                                                                                                               
D8         "SMD LED"     TopLayer SML-D12X1                    1486.535      4005.905      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D7         "SMD LED"     TopLayer SML-D12X1                    1393.701      4005.905      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D6         "SMD LED"     TopLayer SML-D12X1                    1300.827      4005.905      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D5         "SMD LED"     TopLayer SML-D12X1                    1207.992      4005.905      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D4         "SMD LED"     TopLayer SML-D12X1                    1115.157      4005.905      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D3         "SMD LED"     TopLayer SML-D12X1                    1022.323      4005.905      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D2         "SMD LED"     TopLayer SML-D12X1                    929.449       4005.905      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
D1         "SMD LED"     TopLayer SML-D12X1                    836.614       4005.905      45       "LED RED DIFFUSED 1608 SMD"                                                                                                               
C12        100nF         TopLayer CL10B104KB8NNNC              2992.126      2539.370      180      "Capacitor: ceramic; MLCC; 100nF; 50V; X7R; ±10%; SMD; 0603; -55÷125°C"                                                                   
C11        1µF           TopLayer CL10B104KB8NNNC              2521.653      2568.897      90       "Cap Ceramic 1uF 25V X5R 10% Pad SMD 0603 85°C T/R"                                                                                       
C10        100nF         TopLayer CL10B104KB8NNNC              2598.425      2586.614      180      "Capacitor: ceramic; MLCC; 100nF; 50V; X7R; ±10%; SMD; 0603; -55÷125°C"                                                                   
C9         1µF           TopLayer CL10B104KB8NNNC              2204.724      1468.504      360      "Cap Ceramic 1uF 25V X5R 10% Pad SMD 0603 85°C T/R"                                                                                       
C8         100nF         TopLayer CL10B104KB8NNNC              2281.496      1486.220      270      "Capacitor: ceramic; MLCC; 100nF; 50V; X7R; ±10%; SMD; 0603; -55÷125°C"                                                                   
C7         1µF           TopLayer CL10B104KB8NNNC              1377.953      2329.724      360      "Cap Ceramic 1uF 25V X5R 10% Pad SMD 0603 85°C T/R"                                                                                       
C6         100nF         TopLayer CL10B104KB8NNNC              1454.724      2347.441      270      "Capacitor: ceramic; MLCC; 100nF; 50V; X7R; ±10%; SMD; 0603; -55÷125°C"                                                                   
C5         220nF         TopLayer RC0402                       2968.504      2578.740      180      "CAP CER 0.22UF 10V X5R 0402"                                                                                                             
C4         100nF         TopLayer CL10B104KB8NNNC              1814.960      1515.748      360      "Capacitor: ceramic; MLCC; 100nF; 50V; X7R; ±10%; SMD; 0603; -55÷125°C"                                                                   
C3         100nF         TopLayer CL10B104KB8NNNC              988.189       2376.968      360      "Capacitor: ceramic; MLCC; 100nF; 50V; X7R; ±10%; SMD; 0603; -55÷125°C"                                                                   
C2         220nF         TopLayer RC0402                       1834.646      1476.378      360      "CAP CER 0.22UF 10V X5R 0402"                                                                                                             
C1         220nF         TopLayer RC0402                       1007.874      2337.598      360      "CAP CER 0.22UF 10V X5R 0402"                                                                                                             
